ticker,quarter,B_sum,S_sum,days_traded,alpha,delta,mu,epsilon_b,epsilon_s,likelihood,PIN
FLRY3,2020Q4,204534,214228,61,0.3770477849676867,0.5652198646371778,2846.9095991704653,2863.044014599889,2928.4817602512976,3009633.7032599426,0.1563626055794205
FLRY3,2020Q3,393587,383852,65,0.8979415681212812,0.0006410348667019,892.7584713169045,6005.721671147643,5883.347024567491,5992477.950171097,0.0631678378846397
FLRY3,2019Q4,237110,246418,61,0.4590157625476143,0.3571435001605366,2219.1477179009994,3236.603112665321,3671.460282556283,3534602.778263334,0.1285056113824232
FRAS3,2020Q4,12784,10066,61,0.2458426373315648,0.2677571018320177,270.24600464860566,158.8071077845953,149.34513964408126,98705.48353500068,0.1773617777028329
FRAS3,2020Q3,9736,8463,65,0.2923712056975841,0.5788069004211707,185.0593710217973,124.39324947649214,101.4858793845646,73323.18450055658,0.1932460683801477
FRAS3,2020Q2,11202,9607,61,0.1638716331795442,1.0,234.1249604672565,183.6393466939171,119.12538782793968,87321.06530738214,0.1124682894612174
FRAS3,2020Q1,24273,23584,62,0.2902407132281628,1.0,430.13524092954447,391.5000075085117,255.5442963856513,239929.12499678324,0.1617370792894977
FRAS3,2019Q4,9752,9913,61,0.163933712891434,0.8999999995013865,560.5257868156336,154.09538082843858,76.39220341574372,85760.1841670097,0.2850363735216136
FRIO3,2020Q4,28,15,11,0.9558051322205696,0.7763295982516729,1.4585951540354816,2.542696419301178,1.534639545170215e-15,-11.286022571770689,0.3541257900077225
FRIO3,2020Q3,29,22,19,0.894561094052595,0.8551470864026636,1.49607899315939,1.3336867346962695,1.7010557350043487e-39,-33.6415659830829,0.5008696276281122
FRIO3,2020Q2,15,6,9,0.4943734579605973,1.0,0.6197095092409197,1.8257464935778112,2.2761899535513327e-19,-14.735834243104348,0.1436920688652514
FRTA3,2020Q3,433,678,65,0.3049812266376839,0.4955598758003487,13.660425303198656,4.50371183692826,8.422422132329071,1403.2252242466773,0.2437455171016163
FRTA3,2020Q2,2610,2317,61,0.2786817613915036,0.1760919995487719,78.31364093376337,24.224475537892225,34.72143282377103,14045.483113752176,0.27020490926036
FRTA3,2020Q1,3211,2686,52,0.0769230714213404,0.2499998315703057,386.1695882877166,41.79437193073457,41.90411852310534,20087.04550216668,0.2619430742977792
GEPA3,2021Q1,121,171,36,0.9837493180555562,0.9722024385714292,26.18303466000001,1.0929879621848744,6.7299434117647055,80.87395463534237,0.7670392798708606
GEPA3,2020Q3,123,97,35,0.0857165324191975,5.292775046302801e-10,24.228164154154943,1.4374486089708258,2.7714166660753445,135.21411410411963,0.3303976991315216
GEPA3,2020Q2,208,185,23,0.1304362119304234,1.870221029697198e-09,45.56489963501979,3.0999046061083915,8.043502052827108,621.1497599478015,0.3478322964809155
